,Date,Susceptible,Infected,Recovered
77,06-09-2019,0.19196798043112828,0.0225752889801847,0.7854567305886867
78,07-09-2019,0.19072586193059174,0.020726169138105568,0.7885479689313025
79,08-09-2019,0.18959276334155065,0.019021735490915504,0.7913855011675336
80,09-09-2019,0.18855893873962676,0.017451797837836822,0.7939892634225362
81,10-09-2019,0.18761553872692366,0.016006687241591606,0.7963777740314845
82,11-09-2019,0.18675452455027747,0.014677270631461983,0.7985682048182604
83,12-09-2019,0.18596859121984952,0.013454944888236146,0.8005764638919143
84,13-09-2019,0.1852510975013941,0.012331635707216567,0.8024172667913892
85,14-09-2019,0.18459600385125835,0.011299782804376409,0.8041042133443652
86,15-09-2019,0.1839978155831921,0.010352325419008976,0.8056498589977988
87,16-09-2019,0.18345153218282578,0.009482683107174358,0.8070657847099998
